OBJECTID,POINT_X,POINT_Y
194,-98.71365247,34.08888271
195,-98.7092932,34.08885781
196,-98.70493767,34.08891583
197,-98.70089737,34.09021724
198,-98.6970032,34.09184773
199,-98.69311598,34.09348978
200,-98.68922961,34.09513333
201,-98.68523928,34.09655254
202,-98.68088412,34.09659407
203,-98.67652448,34.09656493
204,-98.67216486,34.09656916
205,-98.66780591,34.0965722
206,-98.66346904,34.09629978
207,-98.65910933,34.09628038
208,-98.65474963,34.09626083
209,-98.65038993,34.09624113
210,-98.64603022,34.09622273
211,-98.64167051,34.09620439
212,-98.6373108,34.09618589
213,-98.6329511,34.09616724
214,-98.62859138,34.0961503
215,-98.62423166,34.09613493
216,-98.61987194,34.0961194
217,-98.61551222,34.09610372
218,-98.61115251,34.09608692
219,-98.60679281,34.09606905
220,-98.6024331,34.09605102
221,-98.5980734,34.09603284
222,-98.59371392,34.09604558
223,-98.58935689,34.09617155
224,-98.58499875,34.09626984
225,-98.58064137,34.09638994
226,-98.57628268,34.09645546
227,-98.57213085,34.09737802
228,-98.56809448,34.09874889
229,-98.56380724,34.09908901
230,-98.55945182,34.09912163
231,-98.55518097,34.09984041
232,-98.55095791,34.10074216
233,-98.54744843,34.10042345
234,-98.55078208,34.09808758
235,-98.5542245,34.09586189
236,-98.55725165,34.09330277
237,-98.55790847,34.0897783
238,-98.55785486,34.08615292
239,-98.55793822,34.08252689
240,-98.55803769,34.07890086
241,-98.55478141,34.07706993
242,-98.55147506,34.07470652
243,-98.54817476,34.07233736
244,-98.5448506,34.06999202
245,-98.54154853,34.06762485
246,-98.53823667,34.06526716
247,-98.53491968,34.06291453
248,-98.53160025,34.06056436
249,-98.52828239,34.05821283
250,-98.52582483,34.05525311
251,-98.5251923,34.05169498
252,-98.52326349,34.04968718
253,-98.5189061,34.04970258
254,-98.51454867,34.04971102
255,-98.51019124,34.04972228
256,-98.50583383,34.0497358
257,-98.50147641,34.04974917
258,-98.49711898,34.04975979
259,-98.49276155,34.04976931
260,-98.48840413,34.04978341
261,-98.48404671,34.04979736
262,-98.4796893,34.04981001
263,-98.47533185,34.04980434
264,-98.47097441,34.04979852
265,-98.46696408,34.04868677
266,-98.46291531,34.04758629
267,-98.45897451,34.04643684
268,-98.45548371,34.04457568
269,-98.45112678,34.04453672
270,-98.44676984,34.04449761
271,-98.44241291,34.04445835
272,-98.43805594,34.04442366
273,-98.43369885,34.04439934
274,-98.42934177,34.04437486
275,-98.42501641,34.04448703
276,-98.42451548,34.04798287
277,-98.42446199,34.05160967
278,-98.42303734,34.05440874
279,-98.41867977,34.05438299
280,-98.4143222,34.05435709
281,-98.40996463,34.05433104
282,-98.4056071,34.05430238
283,-98.40124962,34.05426792
284,-98.39689215,34.05423332
285,-98.39253468,34.05419857
286,-98.38936466,34.05579094
287,-98.38931564,34.05941775
288,-98.38928838,34.06304474
289,-98.38926112,34.06667171
290,-98.38958158,34.07027182
291,-98.38955243,34.07389877
292,-98.38952327,34.07752572
293,-98.38949411,34.08115266
294,-98.38672311,34.08315568
295,-98.38236407,34.0831354
296,-98.37800503,34.08311498
297,-98.37364599,34.0830944
298,-98.36928695,34.08307367
299,-98.3650886,34.08354827
300,-98.36125112,34.08472738
301,-98.356892,34.08470758
302,-98.35253287,34.08468763
303,-98.34818316,34.08455069
304,-98.34385542,34.08422559
305,-98.33949625,34.08422315
306,-98.33522992,34.08457144
307,-98.33107897,34.08521434
308,-98.32671994,34.08518113
309,-98.32236091,34.08514777
310,-98.31800247,34.08517439
311,-98.31582404,34.08328101
312,-98.31424743,34.07990348
313,-98.31258829,34.07654975
314,-98.30974741,34.07381564
315,-98.3067484,34.0711837
316,-98.3037493,34.06855191
317,-98.30246403,34.06595855
318,-98.30573102,34.06355792
319,-98.30899782,34.0611572
320,-98.31226445,34.05875639
321,-98.3155309,34.05635549
322,-98.31933713,34.05464208
323,-98.32334243,34.05321327
324,-98.3273476,34.05178434
325,-98.33135264,34.05035527
326,-98.33534655,34.04890547
327,-98.33927647,34.0473388
328,-98.34319644,34.04575505
329,-98.34711626,34.04417119
330,-98.35103594,34.0425872
331,-98.35495548,34.04100309
332,-98.35888469,34.03943581
333,-98.36281507,34.03787065
334,-98.3667453,34.03630537
335,-98.3701064,34.03409054
336,-98.3725317,34.03108001
337,-98.37515637,34.02818509
338,-98.37778087,34.02529012
339,-98.37421742,34.024727
340,-98.36986227,34.02480644
341,-98.36576801,34.02397547
342,-98.36390729,34.02073792
343,-98.36097246,34.01807201
344,-98.35791439,34.0154891
345,-98.35486092,34.01290248
346,-98.35180827,34.01031526
347,-98.34875776,34.00772637
348,-98.34570803,34.0051369
349,-98.34266889,34.00253945
350,-98.34219284,33.99911771
351,-98.34365656,33.99570157
352,-98.34507397,33.99227361
353,-98.34534004,33.98865583
354,-98.34553817,33.98503241
355,-98.34565294,33.98140703
356,-98.34570483,33.97778009
357,-98.34575672,33.97415315
358,-98.34580713,33.9705262
359,-98.34584231,33.96689911
360,-98.3458881,33.9632721
361,-98.34592079,33.95964502
362,-98.34596403,33.95601804
363,-98.34595334,33.95239162
364,-98.34751177,33.94945796
365,-98.35068443,33.94697554
366,-98.35390738,33.94454033
367,-98.35726651,33.94223402
368,-98.36063212,33.93993438
369,-98.36399966,33.9376368
370,-98.36736185,33.93533386
371,-98.37072387,33.93303082
372,-98.3740857,33.9307277
373,-98.37744591,33.92842305
374,-98.38086326,33.92617895
375,-98.38445081,33.92412713
376,-98.38805218,33.92209151
377,-98.39165446,33.92005712
378,-98.39525892,33.91802551
379,-98.39886743,33.91599901
380,-98.40292753,33.91488599
381,-98.40727811,33.91485541
382,-98.41162876,33.91483308
383,-98.41593786,33.91479884
384,-98.42028843,33.914768
385,-98.42461998,33.91450819
386,-98.42893583,33.91405921
387,-98.43328511,33.91398943
388,-98.43763563,33.91395776
389,-98.44198618,33.91392821
390,-98.44633634,33.91390602
391,-98.45068166,33.91399571
392,-98.45503204,33.91401988
393,-98.45938216,33.91406527
394,-98.46367538,33.91381902
395,-98.46802604,33.91382615
396,-98.47237632,33.913811
397,-98.47672602,33.91384511
398,-98.48107315,33.91391338
399,-98.4846477,33.91214532
400,-98.48573893,33.90864848
401,-98.48740526,33.90826003
402,-98.49045889,33.90852298
403,-98.49302227,33.91105583
404,-98.49546926,33.91405495
405,-98.49707422,33.91622349
