OBJECTID,POINT_X,POINT_Y
186,-98.59742022,34.08182308
187,-98.59535385,34.07983344
188,-98.59099563,34.07989972
189,-98.58663756,34.07997192
190,-98.58274574,34.07965769
191,-98.58173501,34.07618762
192,-98.57907611,34.07331496
193,-98.57550845,34.07136012
194,-98.57120818,34.07077187
195,-98.56733266,34.06965401
196,-98.56609043,34.06631912
197,-98.56586529,34.06269762
198,-98.56588288,34.0590706
199,-98.56421658,34.05598849
200,-98.55990034,34.05576464
201,-98.55745292,34.05337398
202,-98.55774243,34.04975907
203,-98.55818551,34.04615079
204,-98.55862855,34.04254251
205,-98.55885501,34.03892557
206,-98.55841589,34.03531725
207,-98.55784019,34.03172688
208,-98.55668803,34.02822895
209,-98.55553629,34.0247309
210,-98.55439116,34.02123135
211,-98.55324612,34.01773179
212,-98.55210117,34.01423221
213,-98.55095234,34.01073351
214,-98.54980755,34.00723391
215,-98.54866937,34.00373281
216,-98.5475119,34.00023611
217,-98.54634185,33.99674235
218,-98.54519051,33.99324425
219,-98.54404343,33.98974519
220,-98.54241813,33.98638775
221,-98.54032423,33.9832085
222,-98.53754244,33.98254967
223,-98.53347406,33.9837547
224,-98.52912061,33.98381469
225,-98.52477948,33.98372426
226,-98.52077892,33.98242038
227,-98.51644898,33.98247714
228,-98.51210436,33.98243794
229,-98.50861875,33.98162674
230,-98.50830711,33.97803689
231,-98.50834622,33.97440984
232,-98.50838533,33.97078278
233,-98.50842444,33.96715572
234,-98.5111195,33.96578339
235,-98.51255383,33.9631875
236,-98.51138523,33.95993047
237,-98.50963558,33.95660963
238,-98.50789575,33.95328494
239,-98.50618663,33.94994935
240,-98.50445112,33.946623
241,-98.50273139,33.94329093
242,-98.50102,33.9399561
243,-98.50076415,33.93635987
244,-98.50065177,33.93273488
245,-98.50066816,33.92918276
246,-98.49855607,33.9260903
247,-98.49750728,33.92330278
248,-98.49942088,33.92099623
249,-98.49697134,33.91799885
250,-98.4962538,33.9152557
251,-98.49752042,33.9167784
